X,Y,OBJECTID,ID,CRIME_REPORT_ID,AGE,GENDER,RACE_ETHNICITY,CLEARANCE_STATUS,IPV,WEAPON,LOCATION,X_COORD_PUBLIC,Y_COORD_PUBLIC,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,CLEARANCE_DATE,CIRCUMSTANCES,COUNCIL_DISTRICT,COMMISSION_DISTRICT,CORRIDOR,CALENDAR_YEAR,CALENDAR_MONTH,DATE_REPORTED
1446608.99991664,558776.000094727,268,268,20231024-2344-00,19,Male,Black,Cleared by Arrest,,Handgun,2600 BEATTIES FORD RD,1446609,558776,35.27114,-80.854188,Metro,374,2023/10/27 00:00:00+00,Gang,2,3,,2023,10,2023/10/24 00:00:00+00
1479124.99984513,542865.000092641,269,269,20231019-1433-03,20,Male,Black,Cleared by Arrest,,Handgun,5200 N SHARON AMITY RD,1479125,542865,35.229048,-80.744327,Hickory Grove,167,2023/10/30 00:00:00+00,Argument,5,4,,2023,10,2023/10/19 00:00:00+00
1471059.99989906,542998.000154734,270,270,20231015-1324-00,54,Male,Black,Cleared by Arrest,,Handgun,3300 MAGNOLIA HILL DR,1471060,542998,35.229021,-80.771338,Eastway,389,2023/12/11 00:00:00+00,Argument,5,4,,2023,10,2023/10/15 00:00:00+00
1480763.99984796,527126.00007464,271,271,20231011-0455-00,34,Male,Black,Cleared by Arrest,,Handgun,6600 WENDA PL,1480764,527126,35.185888,-80.737917,Independence,202,2023/10/14 00:00:00+00,Robbery,5,4,,2023,10,2023/10/11 00:00:00+00
1489090.99992622,573526.000122234,272,272,20231010-2201-04,22,Male,Black,Cleared by Arrest,,Handgun,1900 PAVILION BV,1489091,573526,35.313758,-80.71273,University City,60,2023/10/11 00:00:00+00,Argument,4,3,,2023,10,2023/10/10 00:00:00+00
1440236.99986538,534472.000146389,273,273,20231007-2112-02,30,Male,Black,Cleared by Arrest,,"Handgun, Rifle",2900 BALTIMORE AV,1440237,534472,35.204043,-80.873996,Westover,30,2023/11/22 00:00:00+00,Other/Unknown,3,2,,2023,10,2023/10/07 00:00:00+00
1440970.0000398,497720.000159726,274,274,20231007-1738-00,21,Female,Black,Cleared by Arrest,Intimate Partner,Handgun,10500 PARK CROSSING DR,1440970,497720,35.103116,-80.869226,South,129,2023/10/17 00:00:00+00,Domestic,6,5,,2023,10,2023/10/07 00:00:00+00
1465230.00007613,580931.000075981,275,275,20231006-1731-01,19,Male,Black,Cleared by Arrest,,Handgun,3700 W W T HARRIS BV,1465230,580931,35.332943,-80.793151,University City,275,2023/10/06 00:00:00+00,Argument,4,3,,2023,10,2023/10/06 00:00:00+00
1432319.99995139,537588.000147983,276,276,20230924-1757-00,18,Male,Black,Open,,Handgun,2500 EDDINGTON ST,1432320,537588,35.21219,-80.900694,Westover,120,,Robbery,3,2,,2023,09,2023/09/24 00:00:00+00
1427493.00009097,556576.999899566,277,277,20230921-0538-01,24,Male,Black,Open,,Handgun,100 PARK FAIRFAX DR,1427493,556577,35.264101,-80.91808,Freedom,346,,Gang,2,2,,2023,09,2023/09/21 00:00:00+00
1449563.99991214,545974.000108227,278,278,20230912-1508-02,56,Male,Black,Cleared by Arrest,,Handgun,700 W 9TH ST,1449564,545974,35.236121,-80.843493,Central,476,2023/09/14 00:00:00+00,Drugs,2,4,,2023,09,2023/09/12 00:00:00+00
1454431.00002064,552011.999843225,279,279,20230909-0634-00,46,Male,Black,Cleared by Arrest,,Firearm,900 MORETZ AV,1454431,552012,35.252956,-80.827569,Metro,363,2023/12/11 00:00:00+00,Argument,1,3,,2023,09,2023/09/09 00:00:00+00
1465926.99999447,560906.000099808,280,280,20230909-0117-01,24,Male,Hispanic,Open,,Handgun,2000 PROSPECT DR,1465927,560906,35.277965,-80.789604,North Tryon,291,,Argument,1,3,,2023,09,2023/09/09 00:00:00+00
1472810.00000797,561927.000026315,281,281,20230902-0554-00,64,Female,Black,Open,,Handgun,200 ORCHARD TRACE LN,1472810,561927,35.281109,-80.766606,North Tryon,103,2024/01/05 00:00:00+00,Robbery,1,3,,2023,09,2023/09/02 00:00:00+00
1438891.99993072,506872.999898314,282,282,20230824-2052-01,27,Male,Hispanic,Open,,Handgun,7600 SHARON LAKES RD,1438892,506873,35.128154,-80.876751,Steele Creek,12,,Other/Unknown,6,5,,2023,08,2023/08/24 00:00:00+00
1452288.00004156,490302.999901891,283,283,20230806-2209-02,33,Female,Black,Cleared by Arrest,,Vehicle,6600 PINEVILLE-MATTHEWS RD,1452288,490303,35.083319,-80.830934,South,201,2023/08/16 00:00:00+00,Other/Unknown,7,5,,2023,08,2023/08/06 00:00:00+00
1425646.99984597,513065.999979481,284,284,20230805-1923-02,17,Male,Hispanic,Cleared by Arrest,,Vehicle,2000 W ARROWOOD RD,1425647,513066,35.144471,-80.921442,Steele Creek,307,2023/10/26 00:00:00+00,Other/Unknown,3,2,,2023,08,2023/08/05 00:00:00+00
1474423.00006281,545284.999845818,285,285,20230805-1454-01,40,Male,Hispanic,Cleared by Arrest,,Handgun,3700 TIPPERARY PL,1474423,545285,35.235468,-80.760214,North Tryon,128,2023/08/09 00:00:00+00,Domestic,1,3,,2023,08,2023/08/05 00:00:00+00
1405580.99995181,569446.000080138,286,286,20230805-0109-01,63,Female,Black,Open,,Firearm,600 BELMEADE DR,1405581,569446,35.298268,-80.992338,Freedom,376,,Other/Unknown,0,2,,2023,08,2023/08/05 00:00:00+00
1495521.99985947,552576.000027567,287,287,20230727-0218-00,26,Male,Black,Cleared by Arrest,,Handgun,8400 HOOD RD,1495522,552576,35.256506,-80.68998,Hickory Grove,242,2023/07/28 00:00:00+00,Other/Unknown,5,4,,2023,07,2023/07/27 00:00:00+00
1476313.99988972,567054.999940887,288,288,20230723-1444-01,25,Male,Black,Cleared by Arrest,,Handgun,5700 UNIVERSITY POINTE BV,1476314,567055,35.295367,-80.755171,University City,331,2023/07/31 00:00:00+00,Drugs,4,3,,2023,07,2023/07/23 00:00:00+00
1435070.0000288,557686.999976143,289,289,20230718-0521-02,25,Female,Black,Cleared by Arrest,,Handgun,500 PORTER ST,1435070,557687,35.26755,-80.892772,Freedom,385,2023/07/18 00:00:00+00,Argument,2,2,,2023,07,2023/07/18 00:00:00+00
1476547.00007989,532139.99988915,290,290,20230717-2141-02,40,Male,Hispanic,Cleared by Arrest,,Firearm,5600 PACES GLEN AV,1476547,532140,35.199459,-80.752324,Independence,16,2023/07/24 00:00:00+00,Drugs,5,4,,2023,07,2023/07/17 00:00:00+00
1476623.99992588,568210.999925479,291,291,20230708-2024-02,35,Male,Black,Cleared by Arrest,,Handgun,8200 N TRYON ST,1476624,568211,35.298558,-80.7542,University City,219,2023/07/10 00:00:00+00,Argument,4,3,,2023,07,2023/07/08 00:00:00+00
1496769.99998814,577198.999994054,292,292,20230708-1845-01,17,Male,Black,Cleared by Arrest,,Firearm,2400 TURTLE POINT RD,1496770,577199,35.32421,-80.687202,University City,155,2023/07/13 00:00:00+00,Robbery,4,3,,2023,07,2023/07/08 00:00:00+00
1468978.00012605,552880.000075728,293,293,20230708-1659-00,19,Male,Black,Cleared by Arrest,,Handgun,300 EASTWAY DR,1468978,552880,35.256067,-80.778901,North Tryon,371,2023/07/17 00:00:00+00,Robbery,1,3,,2023,07,2023/07/08 00:00:00+00
1473690.99988639,546040.999974221,294,294,20230707-1054-01,44,Female,Black,Cleared by Arrest,,Handgun,3800 FOXFORD PL,1473691,546041,35.23751,-80.762709,North Tryon,128,2023/07/07 00:00:00+00,Domestic,1,3,,2023,07,2023/07/07 00:00:00+00
1432764.00004764,515266.999842554,295,295,20230624-0354-00,63,Female,White,Open,,Rifle,1100 NATIONS DR,1432764,515267,35.150894,-80.897779,Steele Creek,54,,Other/Unknown,3,2,,2023,06,2023/06/24 00:00:00+00
1456737.99999981,588598.000161901,296,296,20230620-1153-02,32,Male,Black,Open,,Firearm,9800 ARTHUR DAVIS RD,1456738,588598,35.353581,-80.822092,North,276,,Other/Unknown,4,1,,2023,06,2023/06/20 00:00:00+00
1477293.99989823,523505.00009881,297,297,20230617-0207-02,33,Male,Black,Cleared by Arrest,,Handgun,6400 E INDEPENDENCE BV,1477294,523505,35.175773,-80.749315,Independence,245,2023/06/19 00:00:00+00,Argument,5,4,,2023,06,2023/06/17 00:00:00+00
1450767.0001308,567747.999867231,298,298,20230615-2333-01,12,Male,Black,Cleared by Arrest,,Blunt Trauma,5600 SUNWALK CT,1450767,567748,35.296,-80.840817,North,125,2023/08/08 00:00:00+00,Domestic,2,3,,2023,06,2023/06/15 00:00:00+00
1417257.99989171,577000.000063971,299,299,20230614-1411-01,21,Male,Black,Cleared by Arrest,,Firearm,2900 MT HOLLY-HUNTERSVILLE RD,1417258,577000,35.319657,-80.953708,North,376,2023/06/14 00:00:00+00,Argument,2,1,,2023,06,2023/06/14 00:00:00+00
1445219.00007197,556173.000051394,300,300,20230611-2147-02,36,Male,Black,Cleared by Arrest,,Firearm,2600 SOUTHWEST BV,1445219,556173,35.263917,-80.858681,Metro,70,2023/06/15 00:00:00+00,Argument,2,2,BEATTIES FORD/ROZZELLES FERRY,2023,06,2023/06/11 00:00:00+00
1447442.99988906,484788.000105143,301,301,20230611-0429-01,29,Male,Black,Cleared by Arrest,,Firearm,12600 ATKINS CIRCLE DR,1447443,484788,35.067922,-80.846783,South,233,2023/06/13 00:00:00+00,Argument,7,5,,2023,06,2023/06/11 00:00:00+00
1433423.00004198,508828.999923304,302,302,20230610-1219-02,33,Male,Black,Cleared by Arrest,,Firearm,500 PEPPERVINE LN,1433423,508829,35.133242,-80.895164,Steele Creek,94,2023/06/12 00:00:00+00,Argument,3,2,,2023,06,2023/06/10 00:00:00+00
1470618.00012688,577661.000054315,303,303,20230605-1935-04,31,Male,Black,Cleared by Arrest,,Handgun,2200 PRESTIGIOUS LN,1470618,577661,35.324226,-80.774893,University City,274,2023/06/09 00:00:00+00,Robbery,2,3,,2023,06,2023/06/05 00:00:00+00
1451205.99990897,542317.999874309,304,304,20230601-0238-00,26,Male,Black,Cleared by Arrest by Another Agency,,Handgun,300 N BREVARD ST,1451206,542318,35.226161,-80.837768,Central,476,2023/06/09 00:00:00+00,Argument,1,4,,2023,06,2023/06/01 00:00:00+00
1447821.0001173,543423.999958888,305,305,20230527-0118-01,26,Male,Black,Cleared by Arrest,,Handgun,500 W 3RD ST,1447821,543424,35.229027,-80.84917,Central,476,2023/05/29 00:00:00+00,Other/Unknown,2,4,,2023,05,2023/05/27 00:00:00+00
1451110.00010097,557373.999945983,306,306,20230519-0926-02,54,Male,Black,Open,,Handgun,2400 JULIA AV,1451110,557374,35.267518,-80.839024,Metro,363,,Other/Unknown,1,3,,2023,05,2023/05/19 00:00:00+00
1429793.00008413,571100.000052974,307,307,20230518-1745-01,17,Male,Black,Cleared by Arrest,,Handgun,7300 LARWILL LN,1429793,571100,35.304119,-80.911313,North,113,2023/07/06 00:00:00+00,Other/Unknown,2,2,,2023,05,2023/05/18 00:00:00+00
1477224.00003822,547923.000147223,308,308,20230515-0100-01,24,Male,Hispanic,Cleared by Arrest by Another Agency,,Firearm,2100 MILTON RD,1477224,547923,35.242852,-80.75099,North Tryon,223,2023/06/28 00:00:00+00,Argument,1,3,,2023,05,2023/05/15 00:00:00+00
1437488.00011405,539884.000149146,309,309,20230513-0116-02,38,Male,White,Cleared by Arrest,,Handgun,2700 WATSON DR,1437488,539884,35.218768,-80.883541,Westover,294,2023/05/18 00:00:00+00,Other/Unknown,3,2,WEST BOULEVARD,2023,05,2023/05/13 00:00:00+00
1466447.99993671,508212.999842972,310,310,20230506-2110-01,43,Male,Black,Open,,Handgun,5800 OLD PROVIDENCE RD,1466448,508213,35.133231,-80.784685,South,198,,Other/Unknown,6,5,,2023,05,2023/05/06 00:00:00+00
1459587.99987721,551527.000157058,311,311,20230429-0245-02,26,Male,Black,Cleared by Arrest,,Handgun,100 ATANDO AV,1459588,551527,35.251883,-80.810268,North Tryon,21,2023/05/30 00:00:00+00,Argument,1,3,GRAHAM STREET/NORTH TRYON,2023,04,2023/04/29 00:00:00+00
1439262.99984489,553097.999967813,312,312,20230417-2134-02,26,Male,Black,Cleared by Arrest by Another Agency,,Handgun,300 LAKEWOOD AV,1439263,553098,35.255162,-80.878436,Metro,88,2023/04/24 00:00:00+00,Other/Unknown,2,2,,2023,04,2023/04/17 00:00:00+00
1477315.99985422,531016.999838561,313,313,20230409-1004-01,35,Female,White,Cleared by Arrest,Intimate Partner,"Table Leg, Knife",900 SOUTHWOOD OAKS LN,1477316,531017,35.196411,-80.749684,Independence,16,2023/04/09 00:00:00+00,Domestic,5,4,,2023,04,2023/04/09 00:00:00+00
1479224.99997322,511277.999946564,314,314,20230404-1536-04,28,Male,Black,Cleared by Arrest,,Handgun,9500 LUCY JANE LN,1479225,511278,35.142275,-80.742136,Independence,36,2023/04/04 00:00:00+00,Domestic,6,5,,2023,04,2023/04/04 00:00:00+00
1434307.99991238,571335.999909058,315,315,20230326-1807-01,24,Female,Other/Unknown,Cleared by Arrest,Intimate Partner,Rifle,1000 TERESA LN,1434308,571336,35.305005,-80.896198,North,49,2023/03/26 00:00:00+00,Domestic,2,2,,2023,03,2023/03/26 00:00:00+00
1437314.00013398,514638.000116304,316,316,20230325-2248-00,20,Male,Black,Cleared by Arrest,,Firearms,5000 CHERRYCREST LN,1437314,514638,35.149404,-80.88252,Steele Creek,71,2023/04/03 00:00:00+00,Argument,3,2,,2023,03,2023/03/25 00:00:00+00
1449563.99991214,545974.000108227,317,317,20230324-1826-02,37,Male,Black,Open,,Firearms,700 W 9TH ST,1449564,545974,35.236121,-80.843493,Central,476,,Other/Unknown,2,4,,2023,03,2023/03/24 00:00:00+00
1470147.00008464,551212.000130892,318,318,20230321-1919-00,25,Male,White,Open,,"Knife, Physical",4900 MALIBU DR,1470147,551212,35.251542,-80.774886,North Tryon,100,2024/03/05 00:00:00+00,Argument,1,3,,2023,03,2023/03/21 00:00:00+00
1468299.99984163,550506.999900475,319,319,20230319-2128-01,21,Male,Black,Cleared by Arrest,,Firearms,4400 THE PLAZA,1468300,550507,35.249514,-80.781029,North Tryon,40,2023/03/24 00:00:00+00,Drugs,1,3,,2023,03,2023/03/19 00:00:00+00
1468299.99984163,550506.999900475,320,320,20230319-2128-01,16,Male,Black,Cleared by Arrest,,Firearms,4400 THE PLAZA,1468300,550507,35.249514,-80.781029,North Tryon,40,2023/03/24 00:00:00+00,Drugs,1,3,,2023,03,2023/03/19 00:00:00+00
1434809.99989264,510329.999874055,321,321,20230319-0538-00,34,Male,Hispanic,Cleared by Arrest,,Knife,100 KINGSFORD DR,1434810,510330,35.137438,-80.890621,Steele Creek,79,2023/05/23 00:00:00+00,Argument,3,2,,2023,03,2023/03/19 00:00:00+00
1439028.9999848,511133.99990648,322,322,20230311-2238-01,23,Male,Black,Open,,Handgun,7000 SOUTH BV,1439029,511134,35.139867,-80.876563,Westover,383,,Argument,6,5,,2023,03,2023/03/11 00:00:00+00
1476442.9999598,539359.999884814,323,323,20230301-1934-02,68,Male,Asian,Cleared by Arrest,,Vehicle,4300 N SHARON AMITY RD,1476443,539360,35.219289,-80.753099,Hickory Grove,127,2023/05/11 00:00:00+00,Other/Unknown,5,4,,2023,03,2023/03/01 00:00:00+00
1476849.00013205,548511.999953479,324,324,20230224-0530-00,43,Female,Black,Cleared by Arrest,Intimate Partner,Knife,4600 PERTH CT,1476849,548512,35.244452,-80.752281,North Tryon,249,2023/05/18 00:00:00+00,Domestic,1,3,,2023,02,2023/02/24 00:00:00+00
1434735.00004263,553282.999925897,325,325,20230219-1557-01,17,Male,Black,Cleared by Arrest,,Firearm,900 LYNN ST,1434735,553283,35.255434,-80.893613,Freedom,385,2023/02/23 00:00:00+00,Robbery,2,2,,2023,02,2023/02/19 00:00:00+00
1450027.99996838,544195.00005731,326,326,20230217-1025-00,,Male,Black,Cleared by Arrest,,Cutting Instrument,400 N POPLAR ST,1450028,544195,35.231258,-80.841829,Central,476,2023/02/17 00:00:00+00,Robbery,2,4,,2023,02,2023/02/17 00:00:00+00
1445132.99991588,539222.000160813,327,327,20230213-2347-01,23,Female,Black,Exceptionally Cleared,Intimate Partner,Shotgun,100 W SUMMIT AV,1445133,539222,35.217345,-80.857907,Central,339,2023/02/23 00:00:00+00,Domestic,3,2,,2023,02,2023/02/13 00:00:00+00
1426903.99995664,531071.000058651,328,328,20230212-1513-00,30,Male,Black,Cleared by Arrest,,Handgun,2300 BILLY GRAHAM PY,1426904,531071,35.194001,-80.918402,Westover,178,2023/02/13 00:00:00+00,Argument,3,2,,2023,02,2023/02/12 00:00:00+00
1433177.9998758,555076.999946818,329,329,20230208-0342-01,50,Male,Black,Cleared by Arrest,,Knife,4600 WILLARD ST,1433178,555077,35.26028,-80.898942,Freedom,385,2023/02/10 00:00:00+00,Argument,2,2,,2023,02,2023/02/08 00:00:00+00
1475183.99985313,516495.000011221,330,330,20230201-2254-00,37,Male,Black,Cleared by Arrest,,Handgun,6000 PINEBURR RD,1475184,516495,35.156412,-80.75596,Independence,23,2023/02/24 00:00:00+00,Other/Unknown,6,5,,2023,02,2023/02/01 00:00:00+00
1457633.99984822,546704.99995856,331,331,20230131-0806-03,32,Male,Black,Open,,Handgun,600 E 24TH ST,1457634,546705,35.238538,-80.816516,Eastway,386,2024/05/15 00:00:00+00,Other/Unknown,1,3,,2023,01,2023/01/31 00:00:00+00
1431598.00008306,514975.000098482,332,332,20230129-1401-00,29,Male,Hispanic,Open,,Firearm,1300 CHOYCE AV,1431598,514975,35.15003,-80.901661,Steele Creek,54,,Other/Unknown,3,2,,2023,01,2023/01/29 00:00:00+00
1464253.00006163,556492.000069559,333,333,20230124-2217-01,30,Male,Black,Cleared by Arrest,,Handgun,500 W SUGAR CREEK RD,1464253,556492,35.265756,-80.794945,North Tryon,371,2023/01/25 00:00:00+00,Argument,1,3,SUGAR CREEK/I-85,2023,01,2023/01/24 00:00:00+00
1478376.0000308,550967.999962732,334,334,20230115-2137-03,18,Male,Hispanic,Open,,Rifle,6100 BARRINGTON DR,1478376,550968,35.251273,-80.747312,North Tryon,249,,Other/Unknown,1,3,,2023,01,2023/01/15 00:00:00+00
1461777.00009239,581789.000000387,335,335,20230113-1903-01,28,Male,Black,Cleared by Arrest,,Handgun,6400 HACKBERRY CREEK TL,1461777,581789,35.335128,-80.80478,North,278,2023/01/18 00:00:00+00,Drugs,2,3,,2023,01,2023/01/13 00:00:00+00
1469078.99992405,549772.000058144,336,336,20230113-1028-00,21,Male,Black,Cleared by Arrest,,Handgun,3600 CITISIDE DR,1469079,549772,35.247533,-80.778376,North Tryon,40,2023/01/13 00:00:00+00,Drugs,1,3,,2023,01,2023/01/13 00:00:00+00
1454486.99990864,549924.000082225,337,337,20230104-1622-01,46,Male,Black,Cleared by Arrest,,Handgun,600 W 24TH ST,1454487,549924,35.247223,-80.827252,Metro,369,2023/01/05 00:00:00+00,Drugs,1,3,GRAHAM STREET/NORTH TRYON,2023,01,2023/01/04 00:00:00+00
1427782.99983905,532325.999845222,338,338,20230101-1315-02,28,Male,Black,Cleared by Arrest,,Handgun,3500 W TYVOLA RD,1427783,532326,35.197495,-80.915541,Westover,159,2023/01/05 00:00:00+00,Drugs,3,2,,2023,01,2023/01/01 00:00:00+00
1471850.99995747,559119.000064895,339,339,20230101-0250-03,38,Male,Hispanic,Open,,Handgun,300 BLACKHAWK RD,1471851,559119,35.273348,-80.769651,North Tryon,101,,Other/Unknown,1,3,,2023,01,2023/01/01 00:00:00+00
1451950.00006139,558225.9998824,340,340,20221229-0301-02,33,Male,Black,Cleared by Arrest,,Firearm,3100 JEFF ADAMS DR,1451950,558226,35.269901,-80.836263,Metro,363,2023/01/16 00:00:00+00,Other/Unknown,1,3,,2022,12,2022/12/29 00:00:00+00
1479155.00011322,594197.000118732,341,341,20221225-0757-00,30,Male,Hispanic,Open,,Unknown,3000 BEARD RD,1479155,594197,35.370069,-80.747252,University City,195,,Other/Unknown,4,1,,2022,12,2022/12/25 00:00:00+00
1453145.99996597,517242.000157639,342,342,20221224-0351-00,32,Male,Hispanic,Cleared by Arrest,,Handgun,2200 REXFORD RD,1453146,517242,35.157371,-80.829726,Providence,358,2022/12/24 00:00:00+00,Domestic,6,5,,2022,12,2022/12/24 00:00:00+00
1486718.00007905,574530.000082731,343,343,20221221-1048-02,28,Male,Black,Open,,Handgun,10000 UNIVERSITY VILLAGE BV,1486718,574530,35.316403,-80.720742,University City,60,2022/12/22 00:00:00+00,Drugs,4,3,,2022,12,2022/12/21 00:00:00+00
1455748.00001131,561852.99984622,344,344,20221217-1656-01,20,Female,Black,Cleared by Arrest,,Handgun,4300 VALEVIEW LN,1455748,561853,35.280058,-80.823764,North,160,2023/10/12 00:00:00+00,Other/Unknown,1,3,,2022,12,2022/12/17 00:00:00+00
1488096.99994572,566807.000108808,345,345,20221214-1041-00,20,Male,Black,Cleared by Arrest,,Handgun,2300 KATHERINE KIKER RD,1488097,566807,35.295252,-80.715673,University City,301,2022/12/16 00:00:00+00,Other/Unknown,4,3,,2022,12,2022/12/14 00:00:00+00
1472932.00009206,560885.000141814,346,346,20221211-1940-01,,Male,Hispanic,Cleared by Arrest,,Knife,6700 N TRYON ST,1472932,560885,35.278252,-80.766135,North Tryon,103,2022/12/13 00:00:00+00,Other/Unknown,1,3,,2022,12,2022/12/11 00:00:00+00
1472855.99991597,560430.000067562,347,347,20221210-2212-00,32,Male,Black,Cleared by Arrest,,Handgun,100 TOM HUNTER RD,1472856,560430,35.276999,-80.766363,North Tryon,103,2022/12/15 00:00:00+00,Argument,1,3,,2022,12,2022/12/10 00:00:00+00
1493823.99997464,547721.999893054,348,348,20221130-1435-02,17,Male,Black,Cleared by Arrest,,Handgun,2000 LANZA DR,1493824,547722,35.243091,-80.69539,Hickory Grove,243,2023/02/06 00:00:00+00,Argument,5,4,,2022,11,2022/11/30 00:00:00+00
1406109.99987805,534034.000038147,349,349,20221129-1802-01,20,Male,Black,Cleared by Arrest,,Handgun,4500 SADLER RD,1406110,534034,35.201016,-80.988189,Freedom,83,2022/11/29 00:00:00+00,Domestic,0,2,,2022,11,2022/11/29 00:00:00+00
1453480.99995214,551813.999911144,350,350,20221129-1242-01,21,Male,Black,Cleared by Arrest,,Handgun,2300 RACHEL ST,1453481,551814,35.252364,-80.830738,Metro,363,2023/06/02 00:00:00+00,Other/Unknown,1,3,,2022,11,2022/11/29 00:00:00+00
1433318.99992189,523390.999998733,351,351,20221126-2221-00,42,Male,White,Cleared by Arrest,,Handgun,500 SKIPWITH PL,1433319,523391,35.173241,-80.896442,Westover,121,2022/12/01 00:00:00+00,Argument,3,2,,2022,11,2022/11/26 00:00:00+00
1436724.00000164,527793.000052974,352,352,20221122-1229-05,29,Male,Black,Cleared by Arrest,,Firearm,4400 S TRYON ST,1436724,527793,35.185512,-80.88533,Westover,290,2022/11/23 00:00:00+00,Other/Unknown,3,2,,2022,11,2022/11/22 00:00:00+00
1444936.99997981,563099.999976888,353,353,20221115-1900-00,17,Male,Hispanic,Cleared by Arrest,,Firearm,1800 GRIERS GROVE RD,1444937,563100,35.282932,-80.860061,Metro,123,2022/11/28 00:00:00+00,Other/Unknown,2,2,,2022,11,2022/11/15 00:00:00+00
1444936.99997981,563099.999976888,354,354,20221115-1900-00,18,Male,Hispanic,Cleared by Arrest,,Firearm,1800 GRIERS GROVE RD,1444937,563100,35.282932,-80.860061,Metro,123,2022/11/28 00:00:00+00,Other/Unknown,2,2,,2022,11,2022/11/15 00:00:00+00
1461392.99987614,554846.000080734,355,355,20221107-0836-51,34,Male,Black,Cleared by Arrest,,Handgun,400 DRURY DR,1461393,554846,35.261092,-80.804425,North Tryon,21,2022/11/07 00:00:00+00,Argument,1,3,GRAHAM STREET/NORTH TRYON,2022,11,2022/11/07 00:00:00+00
1470498.0000388,537696.999929979,356,356,20221106-0259-53,29,Male,Hispanic,Cleared by Arrest by Another Agency,,Handgun,4300 CENTRAL AV,1470498,537697,35.21443,-80.772902,Eastway,164,2022/11/23 00:00:00+00,Argument,5,4,CENTRAL/ALBEMARLE,2022,11,2022/11/06 00:00:00+00
1484255.0000838,531042.000116646,357,357,20221023-1028-02,32,Female,Other/Unknown,Cleared by Arrest,,Handgun,7100 SNOW LN,1484255,531042,35.196814,-80.726462,Independence,58,2022/11/28 00:00:00+00,Other/Unknown,5,4,,2022,10,2022/10/23 00:00:00+00
1440120.00009939,505780.000115812,358,358,20221016-0235-01,21,Male,Hispanic,Exceptionally Cleared,,Handgun,7900 SHADY OAK TL,1440120,505780,35.125215,-80.872576,Steele Creek,12,2022/11/30 00:00:00+00,Argument,6,5,,2022,10,2022/10/16 00:00:00+00
1447084.99994889,587516.000029311,359,359,20221004-2306-05,21,Male,Black,Cleared by Arrest by Another Agency,,Handgun,9300 CENTER LAKE DR,1447085,587516,35.350117,-80.854392,North,72,2022/12/08 00:00:00+00,Argument,4,1,,2022,10,2022/10/04 00:00:00+00
1451559.99985714,558154.00002639,360,360,20221003-2334-01,32,Male,Black,Open,,Handgun,3800 STATESVILLE AV,1451560,558154,35.269684,-80.837565,Metro,363,,Other/Unknown,1,3,,2022,10,2022/10/03 00:00:00+00
1435435.99995297,514988.000072479,361,361,20221002-2016-01,30,Male,Black,Cleared by Arrest,Intimate Partner,Handgun,8700 GREEN IVY LN,1435436,514988,35.150267,-80.888824,Steele Creek,71,2022/10/02 00:00:00+00,Domestic,3,2,,2022,10,2022/10/02 00:00:00+00
1478834.00009905,594457.999924809,362,362,20220923-2152-01,56,Male,Black,Open,,Handgun,12900 DEATON HILL DR,1478834,594458,35.370771,-80.748344,University City,372,,Other/Unknown,4,1,,2022,09,2022/09/23 00:00:00+00
1480624.00012797,533354.000085816,363,363,20220923-1413-00,31,Male,Black,Cleared by Arrest,,Shotgun,6400 ALBEMARLE RD,1480624,533354,35.202991,-80.73875,Hickory Grove,316,2022/12/09 00:00:00+00,Argument,5,4,CENTRAL/ALBEMARLE,2022,09,2022/09/23 00:00:00+00
1407645.00008889,499612.99998264,364,364,20220922-2318-01,29,Male,White,Open,,Handgun,12400 S TRYON ST,1407645,499613,35.106541,-80.980752,University City,155,,Other/Unknown,4,3,,2022,09,2022/09/22 00:00:00+00
1434390.00007647,531714.000084981,365,365,20220830-1945-02,20,Male,Hispanic,Open,,Handgun,4500 ROSE RIDGE PL,1434390,531714,35.196162,-80.89339,Westover,362,2022/09/15 00:00:00+00,Drugs,3,2,,2022,08,2022/08/30 00:00:00+00
1434390.00007647,531714.000084981,366,366,20220830-1945-02,18,Male,Hispanic,Open,,Handgun,4500 ROSE RIDGE PL,1434390,531714,35.196162,-80.89339,Westover,362,2022/09/15 00:00:00+00,Drugs,3,2,,2022,08,2022/08/30 00:00:00+00
1437951.99984223,503579.999922648,367,367,20220829-1413-01,,Male,White,Cleared by Arrest,,Handgun,1400 SHARON RD W,1437952,503580,35.119058,-80.879686,Steele Creek,185,2022/08/30 00:00:00+00,Robbery,6,5,,2022,08,2022/08/29 00:00:00+00
1437314.00013398,514638.000116304,368,368,20220827-0743-02,25,Male,Black,Cleared by Arrest,,Handgun,5000 CHERRYCREST LN,1437314,514638,35.149404,-80.88252,Steele Creek,71,2023/08/28 00:00:00+00,Other/Unknown,3,2,,2022,08,2022/08/27 00:00:00+00
1464749.00005388,559971.000001311,369,369,20220824-0015-00,33,Male,Black,Open,,Handgun,1100 W SUGAR CREEK RD,1464749,559971,35.275338,-80.793494,North Tryon,138,2022/08/24 00:00:00+00,Argument,1,3,SUGAR CREEK/I-85,2022,08,2022/08/24 00:00:00+00
